Unnamed: 0,product_name,link, product_images,price,details
86,100% LINEN BERMUDA SHORTS,https://www.zara.com/in/en/100-linen-bermuda-shorts-p04387409.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/4387/409/615/2/w/448/4387409615_1_1_1.jpg?ts=1689926675818': 'Image 0 of 100% LINEN BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/4387/409/615/2/w/448/4387409615_2_1_1.jpg?ts=1689926679351': 'Image 1 of 100% LINEN BERMUDA SHORTS from Zara'}]","₹ 3,290.00",Relaxed fit Bermuda shorts made of linen. Elasticated waistband with front pleated details. Front pockets and rear welt pockets. Front zip fly and button fastening.
87,100% LINEN BERMUDA SHORTS,https://www.zara.com/in/en/100-linen-bermuda-shorts-p08574445.html,"[{'https://static.zara.net/photos///2023/V/0/1/p/8574/445/800/2/w/448/8574445800_1_1_1.jpg?ts=1679051705328': 'Image 0 of 100% LINEN BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/V/0/1/p/8574/445/800/2/w/448/8574445800_2_1_1.jpg?ts=1679051704556': 'Image 1 of 100% LINEN BERMUDA SHORTS from Zara'}]","₹ 3,290.00",Bermuda shorts made of linen fabric. Adjustable elasticated waistband with interior drawstring. Front pockets and rear welt pockets.
89,100% LINEN BERMUDA SHORTS,https://www.zara.com/in/en/100-linen-bermuda-shorts-p05802262.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/5802/262/620/4/w/448/5802262620_1_1_1.jpg?ts=1687345178543': 'Image 0 of 100% LINEN BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/5802/262/620/4/w/448/5802262620_2_3_1.jpg?ts=1687345177525': 'Image 1 of 100% LINEN BERMUDA SHORTS from Zara'}]","₹ 3,290.00",Relaxed-fit Bermuda shorts made of linen fabric. Adjustable elasticated waist with drawstring. Front pockets and back patch pockets.
90,100% LINEN BERMUDA SHORTS,https://www.zara.com/in/en/100-linen-bermuda-shorts-p08574364.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/8574/364/420/5/w/448/8574364420_1_1_1.jpg?ts=1688640292067': 'Image 0 of 100% LINEN BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8574/364/420/5/w/448/8574364420_2_3_1.jpg?ts=1688640291239': 'Image 1 of 100% LINEN BERMUDA SHORTS from Zara'}]","₹ 3,290.00",Short Bermuda shorts made of linen. Elasticated waistband with inner drawstring. Side pockets.
91,COMFORT BERMUDA SHORTS,https://www.zara.com/in/en/comfort-bermuda-shorts-p02553411.html,"[{'https://static.zara.net/photos///2023/V/0/2/p/2553/401/710/2/w/0/2553401710_1_1_1.jpg?ts=1683201823667': 'Image 0 of COMFORT BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/2553/401/710/2/w/0/2553401710_2_1_1.jpg?ts=1683201823250': 'Image 1 of COMFORT BERMUDA SHORTS from Zara'}]","₹ 2,990.00",Bermuda shorts featuring an adjustable elastic waistband with interior drawstring. Side pockets and rear pocket detail.
96,TEXTURED OXFORD BERMUDA SHORTS,https://www.zara.com/in/en/textured-oxford-bermuda-shorts-p07147402.html,"[{'https://static.zara.net/photos///2023/V/0/2/p/7147/402/250/2/w/448/7147402250_1_1_1.jpg?ts=1677661750822': 'Image 0 of TEXTURED OXFORD BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/7147/402/250/2/w/448/7147402250_2_1_1.jpg?ts=1677661750494': 'Image 1 of TEXTURED OXFORD BERMUDA SHORTS from Zara'}]","₹ 2,890.00",Bermuda shorts made of a linen and cotton blend. Featuring front pockets and rear welt pockets. Zip fly and top button fastening.
101,VISCOSE - LINEN BERMUDA SHORTS,https://www.zara.com/in/en/viscose---linen-bermuda-shorts-p04432420.html,"[{'https://static.zara.net/photos///2023/V/0/2/p/4432/420/104/2/w/448/4432420104_1_1_1.jpg?ts=1678442204063': 'Image 0 of VISCOSE - LINEN BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/4432/420/104/2/w/448/4432420104_2_1_1.jpg?ts=1678442201310': 'Image 1 of VISCOSE - LINEN BERMUDA SHORTS from Zara'}]","₹ 2,890.00",Bermuda shorts in a viscose and linen blend fabric. Elasticated adjustable waistband with drawstrings. Front pockets and rear patch pocket.
106,FADED TEXTURED COTTON BERMUDA SHORTS,https://www.zara.com/in/en/faded-textured-cotton-bermuda-shorts-p06917312.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/6917/312/643/2/w/448/6917312643_1_1_1.jpg?ts=1691137642911': 'Image 0 of FADED TEXTURED COTTON BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6917/312/643/2/w/0/6917312643_2_1_1.jpg?ts=1691138569999': 'Image 1 of FADED TEXTURED COTTON BERMUDA SHORTS from Zara'}]","₹ 3,290.00",Relaxed fit Bermuda shorts made of textured cotton fabric. Adjustable elasticated waistband with drawstring. Side pockets and a rear pocket detail. Hems with matching embroidered slogan detail. Faded effect.
110,CARGO BERMUDA SHORTS,https://www.zara.com/in/en/cargo-bermuda-shorts-p09252450.html,"[{'https://static.zara.net/photos///2023/V/0/2/p/9252/450/707/2/w/448/9252450707_1_1_1.jpg?ts=1680101319970': 'Image 0 of CARGO BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/9252/450/707/2/w/448/9252450707_2_1_1.jpg?ts=1680101322699': 'Image 1 of CARGO BERMUDA SHORTS from Zara'}]","₹ 3,290.00",Bermuda shorts with an elasticated waistband. Front pockets and rear flap pockets. Patch pockets with flaps on the leg. Front zip fly and button fastening.
114,BASIC COLOURED BERMUDAS,https://www.zara.com/in/en/basic-coloured-bermudas-p00108425.html,"[{'https://static.zara.net/photos///2023/V/0/2/p/0108/425/250/2/w/448/0108425250_1_1_1.jpg?ts=1677663417153': 'Image 0 of BASIC COLOURED BERMUDAS from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/0108/425/250/2/w/448/0108425250_2_1_1.jpg?ts=1677663416854': 'Image 1 of BASIC COLOURED BERMUDAS from Zara'}]","₹ 2,590.00",Faded Bermuda shorts made of cotton. Five pockets. Zip fly and top button fastening.
119,RUSTIC COTTON BERMUDA SHORTS,https://www.zara.com/in/en/rustic-cotton-bermuda-shorts-p07147300.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/7147/300/506/2/w/448/7147300506_1_1_1.jpg?ts=1686727298516': 'Image 0 of RUSTIC COTTON BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/7147/300/506/2/w/448/7147300506_2_1_1.jpg?ts=1686727298106': 'Image 1 of RUSTIC COTTON BERMUDA SHORTS from Zara'}]","₹ 2,990.00",Bermuda shorts made of cotton. Adjustable elasticated waistband with drawstring. Front pockets and rear patch pocket detail.
124,TEXTURED BERMUDA SHORTS,https://www.zara.com/in/en/textured-bermuda-shorts-p04840402.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/4840/402/409/2/w/448/4840402409_1_1_1.jpg?ts=1688658455311': 'Image 0 of TEXTURED BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/4840/402/409/2/w/448/4840402409_2_1_1.jpg?ts=1688658666138': 'Image 1 of TEXTURED BERMUDA SHORTS from Zara'}]","₹ 3,290.00",Bermuda shorts with an adjustable elasticated waistband. Front pockets and back welt pocket detail.
125,VISCOSE - LINEN BERMUDA SHORTS,https://www.zara.com/in/en/viscose---linen-bermuda-shorts-p05943410.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/5943/410/982/3/w/448/5943410982_1_1_1.jpg?ts=1688731678534': 'Image 0 of VISCOSE - LINEN BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/5943/410/982/3/w/448/5943410982_2_3_1.jpg?ts=1688731687731': 'Image 1 of VISCOSE - LINEN BERMUDA SHORTS from Zara'}]","₹ 3,290.00",Bermuda shorts made of a viscose and linen blend fabric. Adjustable elasticated waistband with drawstring. Front pockets and rear pocket detail.
127,COTTON-LINEN BERMUDA SHORTS,https://www.zara.com/in/en/cotton-linen-bermuda-shorts-p06861312.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/6861/312/658/2/w/448/6861312658_1_1_1.jpg?ts=1689256347668': 'Image 0 of COTTON-LINEN BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6861/312/658/2/w/448/6861312658_2_1_1.jpg?ts=1689256345712': 'Image 1 of COTTON-LINEN BERMUDA SHORTS from Zara'}]","₹ 3,290.00",Relaxed fit Bermuda shorts made of a cotton and linen blend fabric. Adjustable elasticated waistband with drawstring. Side pockets and rear jetted pockets.
131,TECHNICAL BERMUDA SHORTS,https://www.zara.com/in/en/technical-bermuda-shorts-p05520360.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5520/360/629/2/w/448/5520360629_2_1_1.jpg?ts=1689756834756': 'Image 0 of TECHNICAL BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5520/360/629/2/w/448/5520360629_1_1_1.jpg?ts=1689756833970': 'Image 1 of TECHNICAL BERMUDA SHORTS from Zara'}]","₹ 2,990.00",Relaxed fit Bermuda shorts made of lightweight fabric. Adjustable elastic waistband. Side pockets and rear patch pocket detail with flap.
133,TEXTURED BERMUDA SHORTS WITH LABEL,https://www.zara.com/in/en/textured-bermuda-shorts-with-label-p00761443.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/4087/543/403/2/w/448/4087543403_1_1_1.jpg?ts=1689156203921': 'Image 0 of TEXTURED BERMUDA SHORTS WITH LABEL from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/4087/543/403/2/w/448/4087543403_2_1_1.jpg?ts=1689156203180': 'Image 1 of TEXTURED BERMUDA SHORTS WITH LABEL from Zara'}]","₹ 2,590.00",Bermuda shorts with an elasticated waistband with adjustable drawstrings. Front pockets and rear patch pocket detail. Contrast label appliqué on the hem.
139,BASIC TRAINING SHORTS,https://www.zara.com/in/en/basic-training-shorts-p01943300.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/1943/300/712/613/w/448/1943300712_1_1_1.jpg?ts=1692610027401': 'Image 0 of BASIC TRAINING SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1943/300/712/613/w/448/1943300712_2_1_1.jpg?ts=1692610027322': 'Image 1 of BASIC TRAINING SHORTS from Zara'}]","₹ 2,290.00",Workout shorts made of lightweight stretchy technical fabric.- Elasticated waistband with drawstrings.- Side pockets.- Security pocket on the back with a thermo-sealed zip closure.- Lining.- Inner leg length: 18 cm. / 7.0″- Side slits at the hem.- Logo print on the leg.Zara Athleticz.View more
145,2-IN-1 TRAINING SHORTS,https://www.zara.com/in/en/2-in-1-training-shorts-p01943317.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/1943/317/420/2/w/0/1943317420_6_1_1.jpg?ts=1690904701660': 'Image 0 of 2-IN-1 TRAINING SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1943/317/420/2/w/448/1943317420_6_2_1.jpg?ts=1690904700830': 'Image 1 of 2-IN-1 TRAINING SHORTS from Zara'}]","₹ 3,290.00","Training shorts made of lightweight, stretchy technical fabric. Inner mesh. Designed to practise any sport.- Elasticated waistband with inner drawstrings.- Front pockets.- Reflective effect seams.- Inner leg length: 12 cm. / 4.7″- Side slits at the hem.- Printed logo detail.Zara Athleticz.View more"
147,TRAINING SHORTS,https://www.zara.com/in/en/training-shorts-p00765304.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/0765/304/641/612/w/0/0765304641_1_1_1.jpg?ts=1688385051022': 'Image 0 of TRAINING SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0765/304/641/2/w/448/0765304641_2_1_1.jpg?ts=1687945120721': 'Image 1 of TRAINING SHORTS from Zara'}]","₹ 2,990.00",Workout shorts made of lightweight stretchy technical fabric.- Elastic waistband with drawstrings.- Security pocket on the back with a thermo-sealed zip closure.- Lining.- Inner leg length: 7 cm. / 2.7″- Side slits at the hem.- Logo print on the leg.Zara Athleticz.View more
149,GEOMETRIC KNIT JACQUARD BERMUDA SHORTS,https://www.zara.com/in/en/geometric-knit-jacquard-bermuda-shorts-p01023311.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/1023/311/712/2/w/448/1023311712_1_1_1.jpg?ts=1689335545689': 'Image 0 of GEOMETRIC KNIT JACQUARD BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1023/311/712/2/w/448/1023311712_2_1_1.jpg?ts=1689335547948': 'Image 1 of GEOMETRIC KNIT JACQUARD BERMUDA SHORTS from Zara'}]","₹ 3,290.00",Knit Bermuda shorts. Elasticated waistband with adjustable drawstring. Front pockets and back pocket detail. Contrast ribbed trims.
150,TIE-DYE DENIM BERMUDA SHORTS,https://www.zara.com/in/en/tie-dye-denim-bermuda-shorts-p00840301.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/0840/301/251/2/w/448/0840301251_1_1_1.jpg?ts=1689335829894': 'Image 0 of TIE-DYE DENIM BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/0840/301/251/2/w/448/0840301251_2_1_1.jpg?ts=1689335824398': 'Image 1 of TIE-DYE DENIM BERMUDA SHORTS from Zara'}]","₹ 3,290.00",Short Bermuda shorts with an adjustable elasticated waistband. Front pockets and back welt pocket detail.
151,PATCHWORK JACQUARD KNIT BERMUDA SHORTS,https://www.zara.com/in/en/patchwork-jacquard-knit-bermuda-shorts-p02893302.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/2893/302/620/2/w/448/2893302620_1_1_1.jpg?ts=1689087953317': 'Image 0 of PATCHWORK JACQUARD KNIT BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/2893/302/620/2/w/448/2893302620_2_1_1.jpg?ts=1689087956157': 'Image 1 of PATCHWORK JACQUARD KNIT BERMUDA SHORTS from Zara'}]","₹ 3,290.00",Knit Bermuda shorts featuring an adjustable elasticated waistband with drawstrings. Side pockets.
152,GEOMETRIC KNIT JACQUARD BERMUDA SHORTS,https://www.zara.com/in/en/geometric-knit-jacquard-bermuda-shorts-p00794305.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0794/305/620/2/w/448/0794305620_1_1_1.jpg?ts=1688556031142': 'Image 0 of GEOMETRIC KNIT JACQUARD BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0794/305/620/2/w/448/0794305620_2_1_1.jpg?ts=1688556031218': 'Image 1 of GEOMETRIC KNIT JACQUARD BERMUDA SHORTS from Zara'}]","₹ 2,990.00",Relaxed-fit Bermuda shorts. Elastic waistband and front pockets.
158,JOGGER BERMUDA SHORTS WITH EMBROIDERY,https://www.zara.com/in/en/jogger-bermuda-shorts-with-embroidery-p00761307.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0761/307/800/2/w/448/0761307800_1_1_1.jpg?ts=1687880634928': 'Image 0 of JOGGER BERMUDA SHORTS WITH EMBROIDERY from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0761/307/800/2/w/448/0761307800_2_1_1.jpg?ts=1687880635105': 'Image 1 of JOGGER BERMUDA SHORTS WITH EMBROIDERY from Zara'}]","₹ 2,990.00",Bermuda shorts with an adjustable elasticated waistband with drawstring. Side pockets and back pocket detail. Contrast embroidery on the leg.Zara Athleticz.View more
162,WIDE FIT DENIM BERMUDA SHORTS,https://www.zara.com/in/en/wide-fit-denim-bermuda-shorts-p03175310.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/3175/310/620/2/w/448/3175310620_1_1_1.jpg?ts=1691486096022': 'Image 0 of WIDE FIT DENIM BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/3175/310/620/2/w/448/3175310620_2_1_1.jpg?ts=1691486096612': 'Image 1 of WIDE FIT DENIM BERMUDA SHORTS from Zara'}]","₹ 4,990.00",Wide fit Bermuda shorts. Waist with belt detail in the same fabric. Five pockets. Faded effect. Button fastening on the front.
163,RIPPED DENIM BERMUDA SHORTS,https://www.zara.com/in/en/ripped-denim-bermuda-shorts-p01538332.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/1538/332/800/2/w/448/1538332800_1_1_1.jpg?ts=1689760695690': 'Image 0 of RIPPED DENIM BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1538/332/800/2/w/448/1538332800_2_1_1.jpg?ts=1689760699777': 'Image 1 of RIPPED DENIM BERMUDA SHORTS from Zara'}]","₹ 3,290.00",Relaxed-fit Bermuda shorts. Five-pocket design. Faded and ripped effect on the legs. Uneven hems and front button fly fastening.
164,RIPPED DENIM BERMUDA SHORTS,https://www.zara.com/in/en/ripped-denim-bermuda-shorts-p05585301.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5585/301/406/2/w/448/5585301406_1_1_1.jpg?ts=1687445760754': 'Image 0 of RIPPED DENIM BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5585/301/406/2/w/448/5585301406_2_4_1.jpg?ts=1687445763422': 'Image 1 of RIPPED DENIM BERMUDA SHORTS from Zara'}]","₹ 3,290.00",Faded slim fit Bermuda shorts featuring a five-pocket design and rips with inner patches on the legs. Irregular hems. Front zip fly and top button fastening.
165,RELAXED FIT DENIM BERMUDA SHORTS,https://www.zara.com/in/en/relaxed-fit-denim-bermuda-shorts-p08062304.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/8062/304/800/2/w/448/8062304800_1_1_1.jpg?ts=1689760701177': 'Image 0 of RELAXED FIT DENIM BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/8062/304/800/2/w/448/8062304800_2_1_1.jpg?ts=1689760700647': 'Image 1 of RELAXED FIT DENIM BERMUDA SHORTS from Zara'}]","₹ 3,290.00",Relaxed-fit Bermuda shorts. Five-pocket design. Distressed effect. Uneven hems and front button fly fastening.
166,CROPPED DENIM BERMUDA SHORTS,https://www.zara.com/in/en/cropped-denim-bermuda-shorts-p04365444.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/4365/444/406/2/w/448/4365444406_1_1_1.jpg?ts=1687962677104': 'Image 0 of CROPPED DENIM BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/4365/444/406/2/w/448/4365444406_2_1_1.jpg?ts=1687962677120': 'Image 1 of CROPPED DENIM BERMUDA SHORTS from Zara'}]","₹ 2,990.00",Faded regular-fit Bermuda shorts with rips. Featuring a five-pocket design. Side vents at the hems. Cropped length. Front zip fly and top button fastening.
167,FLOWING BERMUDA SHORTS WITH PLEATS,https://www.zara.com/in/en/flowing-bermuda-shorts-with-pleats-p05632155.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5632/155/800/2/w/448/5632155800_1_1_1.jpg?ts=1689763219515': 'Image 0 of FLOWING BERMUDA SHORTS WITH PLEATS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5632/155/800/2/w/448/5632155800_2_1_1.jpg?ts=1689763223473': 'Image 1 of FLOWING BERMUDA SHORTS WITH PLEATS from Zara'}]","₹ 3,290.00",Relaxed fit Bermuda shorts made of a lyocell blend fabric. Elastic waist with front pleated details. Side pockets and rear welt pockets.
168,MODAL BLEND BERMUDA SHORTS,https://www.zara.com/in/en/modal-blend-bermuda-shorts-p00775757.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0775/757/800/2/w/448/0775757800_1_1_1.jpg?ts=1691507788456': 'Image 0 of MODAL BLEND BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0775/757/800/2/w/448/0775757800_2_1_1.jpg?ts=1691507788730': 'Image 1 of MODAL BLEND BERMUDA SHORTS from Zara'}]","₹ 3,290.00",Relaxed fit Bermuda shorts made of a modal and cotton blend fabric. Adjustable elasticated waistband with drawstring. Side pockets and rear pocket detail.
170,BERMUDA SHORTS WITH CONTRAST EMBROIDERY,https://www.zara.com/in/en/bermuda-shorts-with-contrast-embroidery-p03992312.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/3992/312/251/2/w/448/3992312251_1_1_1.jpg?ts=1691486095772': 'Image 0 of BERMUDA SHORTS WITH CONTRAST EMBROIDERY from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/3992/312/251/2/w/448/3992312251_2_1_1.jpg?ts=1691486095300': 'Image 1 of BERMUDA SHORTS WITH CONTRAST EMBROIDERY from Zara'}]","₹ 3,290.00",Bermuda shorts featuring an adjustable elasticated waistband with drawstring. Front pockets and rear patch pocket detail. Hems with contrast embroidery.
172,COMFORT BERMUDA SHORTS,https://www.zara.com/in/en/comfort-bermuda-shorts-p05698540.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5698/540/800/2/w/448/5698540800_1_1_1.jpg?ts=1686729808285': 'Image 0 of COMFORT BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5698/540/800/2/w/448/5698540800_2_1_1.jpg?ts=1686729807898': 'Image 1 of COMFORT BERMUDA SHORTS from Zara'}]","₹ 3,290.00","Bermuda shorts featuring an elastic drawstring waistband, front pockets and rear welt pockets."
176,TIE-DYE PRINT BERMUDA SHORTS,https://www.zara.com/in/en/tie-dye-print-bermuda-shorts-p00962340.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0962/340/505/2/w/448/0962340505_1_1_1.jpg?ts=1692020567397': 'Image 0 of TIE-DYE PRINT BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0962/340/505/2/w/448/0962340505_2_1_1.jpg?ts=1692020568458': 'Image 1 of TIE-DYE PRINT BERMUDA SHORTS from Zara'}]","₹ 2,990.00",Bermuda shorts with an adjustable drawstring on the waistband. Front pockets and back welt pocket detail. Irregular hem.
177,WIDE FIT JOGGER BERMUDA SHORTS,https://www.zara.com/in/en/wide-fit-jogger-bermuda-shorts-p00761388.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0761/388/706/2/w/448/0761388706_1_1_1.jpg?ts=1691503020985': 'Image 0 of WIDE FIT JOGGER BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0761/388/706/2/w/448/0761388706_2_1_1.jpg?ts=1691503022726': 'Image 1 of WIDE FIT JOGGER BERMUDA SHORTS from Zara'}]","₹ 2,990.00",Wide fit Bermuda shorts. Adjustable elasticated waistband with drawstring. Side pockets and rear patch pocket.
178,TEXTURED JACQUARD BERMUDA SHORTS,https://www.zara.com/in/en/textured-jacquard-bermuda-shorts-p04087324.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/4087/324/527/2/w/448/4087324527_1_1_1.jpg?ts=1691571264183': 'Image 0 of TEXTURED JACQUARD BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/4087/324/527/2/w/448/4087324527_2_1_1.jpg?ts=1691571266110': 'Image 1 of TEXTURED JACQUARD BERMUDA SHORTS from Zara'}]","₹ 2,990.00",Bermuda shorts featuring an adjustable elasticated waistband with drawstring. Side pockets and rear patch pocket detail.
179,MATCHING CROCHET BERMUDA SHORTS,https://www.zara.com/in/en/matching-crochet-bermuda-shorts-p04087315.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/4087/315/505/2/w/448/4087315505_1_1_1.jpg?ts=1688546807930': 'Image 0 of MATCHING CROCHET BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/4087/315/505/2/w/448/4087315505_2_1_1.jpg?ts=1688546809705': 'Image 1 of MATCHING CROCHET BERMUDA SHORTS from Zara'}]","₹ 2,990.00",Bermuda shorts with an adjustable drawstring waistband. Front pockets and rear pocket detail in matching crochet.
180,TECHNICAL BERMUDA SHORTS,https://www.zara.com/in/en/technical-bermuda-shorts-p03918389.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/3918/389/522/2/w/448/3918389522_1_1_1.jpg?ts=1687359227532': 'Image 0 of TECHNICAL BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/3918/389/522/2/w/448/3918389522_2_1_1.jpg?ts=1687359227248': 'Image 1 of TECHNICAL BERMUDA SHORTS from Zara'}]","₹ 3,990.00",Bermuda shorts made of technical fabric. Elasticated waistband with adjustable inner drawstring. Side pockets and back welt pockets.
181,BERMUDA SHORTS WITH ZIPPED POCKETS,https://www.zara.com/in/en/bermuda-shorts-with-zipped-pockets-p05372303.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5372/303/712/2/w/448/5372303712_1_1_1.jpg?ts=1688555877711': 'Image 0 of BERMUDA SHORTS WITH ZIPPED POCKETS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5372/303/712/2/w/448/5372303712_2_1_1.jpg?ts=1688555876497': 'Image 1 of BERMUDA SHORTS WITH ZIPPED POCKETS from Zara'}]","₹ 2,990.00",Bermuda shorts with an elasticated waistband with adjustable drawstrings. Front pockets and zip fastening on the leg.
183,FADED JOGGING BERMUDA SHORTS,https://www.zara.com/in/en/faded-jogging-bermuda-shorts-p00962329.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0962/329/044/2/w/448/0962329044_1_1_1.jpg?ts=1688714835232': 'Image 0 of FADED JOGGING BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0962/329/044/2/w/448/0962329044_2_1_1.jpg?ts=1688714835520': 'Image 1 of FADED JOGGING BERMUDA SHORTS from Zara'}]","₹ 2,990.00",Faded relaxed fit Bermuda shorts. Adjustable elasticated waistband. Side pockets and back patch pocket. Uneven hem.
185,TEXTURED CHINO BERMUDA SHORTS,https://www.zara.com/in/en/textured-chino-bermuda-shorts-p09252355.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/9252/355/445/2/w/448/9252355445_1_1_1.jpg?ts=1688119946348': 'Image 0 of TEXTURED CHINO BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/9252/355/445/2/w/448/9252355445_2_1_1.jpg?ts=1688119946698': 'Image 1 of TEXTURED CHINO BERMUDA SHORTS from Zara'}]","₹ 2,990.00",Regular-fit Bermuda shorts made of stretchy cotton fabric. Front pockets and back welt pocket details. Front zip fly and button fastening.
190,COTTON CHINO BERMUDA SHORTS,https://www.zara.com/in/en/cotton-chino-bermuda-shorts-p08727306.html,"[{'https://static.zara.net/photos///2023/V/0/2/p/8727/306/805/2/w/448/8727306805_1_1_1.jpg?ts=1679039598845': 'Image 0 of COTTON CHINO BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/8727/306/805/2/w/448/8727306805_2_1_1.jpg?ts=1679039598668': 'Image 1 of COTTON CHINO BERMUDA SHORTS from Zara'}]","₹ 2,990.00",Regular fit Bermuda shorts made of a cotton fabric. Front pockets and rear welt pockets. Front zip fly and button fastening.
194,JOGGING BERMUDA SHORTS WITH ELASTIC WAISTBAND,https://www.zara.com/in/en/jogging-bermuda-shorts-with-elastic-waistband-p09252304.html,"[{'https://static.zara.net/photos///2023/V/0/2/p/9252/304/500/2/w/448/9252304500_1_1_1.jpg?ts=1677055286907': 'Image 0 of JOGGING BERMUDA SHORTS WITH ELASTIC WAISTBAND from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/9252/304/500/2/w/448/9252304500_2_1_1.jpg?ts=1677055286617': 'Image 1 of JOGGING BERMUDA SHORTS WITH ELASTIC WAISTBAND from Zara'}]","₹ 2,590.00",Bermuda shorts made of textured cotton. Adjustable waist with drawstring. Front pockets and rear welt pockets.
