Unnamed: 0,product_name,link, product_images,price,details,product_images
92,100% LINEN SHIRT,https://www.zara.com/in/en/100-linen-shirt-p01063420.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/8211/320/250/2/w/448/8211320250_1_1_1.jpg?ts=1686902215022': 'Image 0 of 100% LINEN SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8211/320/250/2/w/448/8211320250_2_1_1.jpg?ts=1686902219676': 'Image 1 of 100% LINEN SHIRT from Zara'}]","₹ 3,990.00",Relaxed fit collared shirt made of linen fabric. Long sleeves with buttoned cuffs. Patch pocket on the chest. Button-up front.,
93,VISCOSE - LINEN TROUSERS,https://www.zara.com/in/en/viscose---linen-trousers-p04432415.html,"[{'https://static.zara.net/photos///2023/V/0/2/p/4432/415/500/2/w/448/4432415500_1_1_1.jpg?ts=1678438145566': 'Image 0 of VISCOSE - LINEN TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/4432/415/500/2/w/448/4432415500_2_1_1.jpg?ts=1678438158810': 'Image 1 of VISCOSE - LINEN TROUSERS from Zara'}]","₹ 2,990.00",Trousers in a viscose and linen blend fabric. Elasticated adjustable waistband with drawstrings. Front pockets and rear patch pocket detail.,
99,LINEN - COTTON BLEND SHIRT,https://www.zara.com/in/en/linen---cotton-blend-shirt-p04365306.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/4365/306/800/2/w/0/4365306800_1_1_1.jpg?ts=1688714835775': 'Image 0 of LINEN - COTTON BLEND SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/4365/306/800/2/w/0/4365306800_2_1_1.jpg?ts=1688714836367': 'Image 1 of LINEN - COTTON BLEND SHIRT from Zara'}]","₹ 3,290.00",Relaxed-fit sleeveless shirt made of a cotton and linen blend. Spread collar. Patch pockets on the chest. Irregular hem. Front snap-button fastening.,
101,COTTON-LINEN BERMUDA SHORTS,https://www.zara.com/in/en/cotton-linen-bermuda-shorts-p04365300.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/4365/300/251/2/w/448/4365300251_1_1_1.jpg?ts=1688714833709': 'Image 0 of COTTON-LINEN BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/4365/300/251/2/w/0/4365300251_2_1_1.jpg?ts=1688714834336': 'Image 1 of COTTON-LINEN BERMUDA SHORTS from Zara'}]","₹ 3,290.00",Relaxed fit Bermuda shorts made of a linen and cotton blend fabric. Adjustable elasticated waistband with drawstring. Side pockets and rear patch pocket detail. Irregular hem.,
102,LINEN - COTTON BLEND SHIRT,https://www.zara.com/in/en/linen---cotton-blend-shirt-p04365302.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/4365/302/800/2/w/448/4365302800_1_1_1.jpg?ts=1688714835033': 'Image 0 of LINEN - COTTON BLEND SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/4365/302/800/2/w/448/4365302800_2_1_1.jpg?ts=1688714835248': 'Image 1 of LINEN - COTTON BLEND SHIRT from Zara'}]","₹ 3,290.00",Relaxed fit shirt made of a cotton and linen blend. Spread collar and short sleeves. Patch pocket detail on the chest. Irregular trims. Button-up front.,
104,COTTON - LINEN TROUSERS,https://www.zara.com/in/en/cotton---linen-trousers-p00706414.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0706/414/730/2/w/448/0706414730_1_1_1.jpg?ts=1688122586506': 'Image 0 of COTTON - LINEN TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0706/414/730/2/w/448/0706414730_2_1_1.jpg?ts=1688122586254': 'Image 1 of COTTON - LINEN TROUSERS from Zara'}]","₹ 3,290.00",Regular-fit trousers made of cotton and linen blend fabric. Elasticated waistband with adjustable drawstring. Front pockets and back patch pockets. Front zip fly and snap button.,
105,GEOMETRIC PRINT SHIRT,https://www.zara.com/in/en/geometric-print-shirt-p00794303.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0794/303/086/2/w/448/0794303086_1_1_1.jpg?ts=1688110079737': 'Image 0 of GEOMETRIC PRINT SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0794/303/086/2/w/448/0794303086_2_1_1.jpg?ts=1688110081845': 'Image 1 of GEOMETRIC PRINT SHIRT from Zara'}]","₹ 3,290.00",Shirt made of a viscose and cotton blend fabric. Camp collar and short sleeves. Button-up front.,
108,100% LINEN WAISTCOAT,https://www.zara.com/in/en/100-linen-waistcoat-p07380677.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/7380/677/658/2/w/0/7380677658_2_1_1.jpg?ts=1688114516227': 'Image 0 of 100% LINEN WAISTCOAT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/7380/677/658/2/w/0/7380677658_2_6_1.jpg?ts=1688114516323': 'Image 1 of 100% LINEN WAISTCOAT from Zara'}]","₹ 4,990.00",Linen waistcoat. V-neckline and no sleeves. Welt pockets at the waist. Button-up front.,
110,LINEN - VISCOSE TROUSERS,https://www.zara.com/in/en/linen---viscose-trousers-p04302688.html,"[{'https://static.zara.net/photos///2023/V/0/2/p/4302/300/800/2/w/448/4302300800_1_1_1.jpg?ts=1683714392429': 'Image 0 of LINEN - VISCOSE TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/4302/300/800/2/w/448/4302300800_2_1_1.jpg?ts=1683714392024': 'Image 1 of LINEN - VISCOSE TROUSERS from Zara'}]","₹ 2,990.00",Regular-fit trousers made of a viscose and linen blend fabric. Adjustable elasticated waistband. Front pockets and back pockets. Faded effect.,
115,LINEN/COTTON TROUSERS,https://www.zara.com/in/en/linen-cotton-trousers-p08574347.html,"[{'https://static.zara.net/photos///2023/V/0/2/p/8574/347/250/2/w/448/8574347250_1_1_1.jpg?ts=1675265762444': 'Image 0 of LINEN/COTTON TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/8574/347/250/2/w/448/8574347250_2_1_1.jpg?ts=1675265761100': 'Image 1 of LINEN/COTTON TROUSERS from Zara'}]","₹ 3,990.00",Slim-fit trousers with an elasticated waistband with matching adjustable drawstrings. Front and back welt pockets. Zip fly and top button fastening.,
119,STRIPED COTTON - LINEN SHIRT,https://www.zara.com/in/en/striped-cotton---linen-shirt-p02688305.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/2688/305/400/2/w/448/2688305400_1_1_1.jpg?ts=1688542863076': 'Image 0 of STRIPED COTTON - LINEN SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/2688/305/400/2/w/448/2688305400_2_1_1.jpg?ts=1688542864842': 'Image 1 of STRIPED COTTON - LINEN SHIRT from Zara'}]","₹ 3,290.00",Regular-fit shirt made of a cotton and linen blend. Spread collar and short sleeves. Button-up front.,
124,BELTED COTTON-LINEN TROUSERS,https://www.zara.com/in/en/belted-cotton-linen-trousers-p05777036.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5777/036/807/2/w/448/5777036807_1_1_1.jpg?ts=1689923261184': 'Image 0 of BELTED COTTON-LINEN TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5777/036/807/2/w/448/5777036807_2_1_1.jpg?ts=1689923262365': 'Image 1 of BELTED COTTON-LINEN TROUSERS from Zara'}]","₹ 4,990.00",Regular fit trousers made of a cotton and linen blend. Waist with front pleats and a belt in the same fabric. Front pockets and rear welt pockets. Front zip and button fastening.,
126,STRIPED LYOCELL-LINEN SHIRT,https://www.zara.com/in/en/striped-lyocell-linen-shirt-p01437480.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/1437/480/450/2/w/448/1437480450_1_1_1.jpg?ts=1689932299164': 'Image 0 of STRIPED LYOCELL-LINEN SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1437/480/450/2/w/0/1437480450_2_1_1.jpg?ts=1689932299156': 'Image 1 of STRIPED LYOCELL-LINEN SHIRT from Zara'}]","₹ 4,990.00",Relaxed fit collared shirt made of a linen and lyocell blend. Front button fastening. Long sleeves with adjustable buttoned cuffs. Adjustable hem with a front drawstring.,
127,LINEN - LYOCELL TROUSERS,https://www.zara.com/in/en/linen---lyocell-trousers-p06096400.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/6096/400/707/2/w/448/6096400707_1_1_1.jpg?ts=1689923261327': 'Image 0 of LINEN - LYOCELL TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6096/400/707/2/w/448/6096400707_2_1_1.jpg?ts=1689923262432': 'Image 1 of LINEN - LYOCELL TROUSERS from Zara'}]","₹ 4,990.00",Regular fit trousers made of a linen and lyocell blend. Front patch pockets and buttoned welt pockets at the back. Front zip and button fastening.,
128,100% LINEN SHIRT,https://www.zara.com/in/en/100-linen-shirt-p05657387.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5657/387/250/2/w/448/5657387250_1_1_1.jpg?ts=1688716938640': 'Image 0 of 100% LINEN SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5657/387/250/2/w/448/5657387250_2_1_1.jpg?ts=1688542862732': 'Image 1 of 100% LINEN SHIRT from Zara'}]","₹ 3,990.00",Regular fit spread collar shirt featuring long sleeves with buttoned cuffs. Button-up front.,
132,100% LINEN SUIT BLAZER,https://www.zara.com/in/en/100-linen-suit-blazer-p01564100.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/1564/100/401/202/w/489/1564100401_1_1_1.jpg?ts=1689928368171': 'Image 0 of 100% LINEN SUIT BLAZER from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1564/100/401/202/w/489/1564100401_2_1_1.jpg?ts=1689928365637': 'Image 1 of 100% LINEN SUIT BLAZER from Zara'}]","₹ 11,990.00",Regular-fit blazer made of linen. Notched lapel collar and long sleeves with buttoned cuffs. Chest welt pocket and flap pockets on the hip. Inside pocket. Central back vent at the hem and a button-up front.Origins special collection.View more,
133,100% LINEN SUIT TROUSERS,https://www.zara.com/in/en/100-linen-suit-trousers-p01564101.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/1564/101/401/2/w/489/1564101401_1_1_1.jpg?ts=1689605441849': 'Image 0 of 100% LINEN SUIT TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1564/101/401/2/w/489/1564101401_2_1_1.jpg?ts=1689605443295': 'Image 1 of 100% LINEN SUIT TROUSERS from Zara'}]","₹ 5,990.00",Straight fit trousers made of linen. Front pockets and buttoned jetted pockets on the back. Front zip fly and top button fastening.,
137,FLORAL PRINT SUIT BLAZER - LIMITED EDITION,https://www.zara.com/in/en/floral-print-suit-blazer---limited-edition-p05715029.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5715/029/020/2/w/448/5715029020_1_1_1.jpg?ts=1688470614812': 'Image 0 of FLORAL PRINT SUIT BLAZER - LIMITED EDITION from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5715/029/020/2/w/448/5715029020_2_1_1.jpg?ts=1688470615808': 'Image 1 of FLORAL PRINT SUIT BLAZER - LIMITED EDITION from Zara'}]","₹ 13,990.00",Relaxed fit blazer made of a linen and cotton blend. Notched lapel collar and long sleeves with turn-up cuffs. Chest welt pocket and flap pockets on the hip. Inner pocket detail. Contrast lining. Back vent at the centre of the hem and a button-up front.View more,
138,100% LINEN SUIT BLAZER,https://www.zara.com/in/en/100-linen-suit-blazer-p04470003.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/4470/003/251/2/w/448/4470003251_1_1_1.jpg?ts=1689605444336': 'Image 0 of 100% LINEN SUIT BLAZER from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/4470/003/251/2/w/448/4470003251_2_1_1.jpg?ts=1689605445682': 'Image 1 of 100% LINEN SUIT BLAZER from Zara'}]","₹ 10,990.00",Straight fit blazer made of linen. Notched lapel collar. Long sleeves with buttoned cuffs. Chest welt pocket and hip flap pocket detail. Inner pocket detail. Back vents at the hem and a button-up front.,
139,100% LINEN SUIT TROUSERS,https://www.zara.com/in/en/100-linen-suit-trousers-p04471003.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/4471/003/251/2/w/448/4471003251_1_1_1.jpg?ts=1689605443375': 'Image 0 of 100% LINEN SUIT TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/4471/003/251/2/w/448/4471003251_2_1_1.jpg?ts=1689605445944': 'Image 1 of 100% LINEN SUIT TROUSERS from Zara'}]","₹ 4,990.00",Regular fit trousers. Waist with front pleats. Front pockets and rear welt pockets. Front zip fly and button fastening.,
141,100% LINEN SUIT TROUSERS,https://www.zara.com/in/en/100-linen-suit-trousers-p04468003.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/4468/003/052/2/w/448/4468003052_1_1_1.jpg?ts=1689675754012': 'Image 0 of 100% LINEN SUIT TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/4468/003/052/2/w/448/4468003052_2_1_1.jpg?ts=1689675754075': 'Image 1 of 100% LINEN SUIT TROUSERS from Zara'}]","₹ 4,990.00",Regular-fit trousers. Front pockets and back welt pockets. Front zip fly and top button fastening.,
142,STRIPED LINEN-VISCOSE TROUSERS,https://www.zara.com/in/en/striped-linen-viscose-trousers-p03992342.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/3992/342/600/2/w/448/3992342600_1_1_1.jpg?ts=1691415873798': 'Image 0 of STRIPED LINEN-VISCOSE TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/3992/342/600/2/w/448/3992342600_2_1_1.jpg?ts=1691415874467': 'Image 1 of STRIPED LINEN-VISCOSE TROUSERS from Zara'}]","₹ 7,590.00","Relaxed-fit trousers with an adjustable elasticated waistband, a matching fabric belt and a back patch pocket.",
144,TEXTURED KNIT POLO SHIRT,https://www.zara.com/in/en/textured-knit-polo-shirt-p09598308.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/9598/308/712/2/w/448/9598308712_1_1_1.jpg?ts=1691746949192': 'Image 0 of TEXTURED KNIT POLO SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/9598/308/712/2/w/448/9598308712_2_1_1.jpg?ts=1691746949852': 'Image 1 of TEXTURED KNIT POLO SHIRT from Zara'}]","₹ 3,990.00",Loose-fitting knit polo shirt made of spun linen and cotton blend fabric. Featuring a collar and front button fastening. Long sleeves. Ribbed trims.,
145,100% LINEN PAREO,https://www.zara.com/in/en/100-linen-pareo-p09198301.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/9198/301/712/2/w/448/9198301712_6_1_1.jpg?ts=1690451086349': 'Image 0 of 100% LINEN PAREO from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/9198/301/712/2/w/448/9198301712_6_2_1.jpg?ts=1690451087223': 'Image 1 of 100% LINEN PAREO from Zara'}]","₹ 3,290.00",Lightweight pareo made of linen. Featuring a contrast stripe and frayed trims.Measurements: 100 x 200 cm. / 39.3 x 78.7″,
148,100% LINEN BERMUDA SHORTS,https://www.zara.com/in/en/100-linen-bermuda-shorts-p08574445.html,"[{'https://static.zara.net/photos///2023/V/0/1/p/8574/445/800/2/w/448/8574445800_1_1_1.jpg?ts=1679051705328': 'Image 0 of 100% LINEN BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/V/0/1/p/8574/445/800/2/w/448/8574445800_2_1_1.jpg?ts=1679051704556': 'Image 1 of 100% LINEN BERMUDA SHORTS from Zara'}]","₹ 3,290.00",Bermuda shorts made of linen fabric. Adjustable elasticated waistband with interior drawstring. Front pockets and rear welt pockets.,
149,100% LINEN TROUSERS,https://www.zara.com/in/en/100-linen-trousers-p08574348.html,"[{'https://static.zara.net/photos///2023/V/0/2/p/8574/348/052/2/w/448/8574348052_1_1_1.jpg?ts=1680076347053': 'Image 0 of 100% LINEN TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/8574/348/052/2/w/448/8574348052_2_1_1.jpg?ts=1680076342354': 'Image 1 of 100% LINEN TROUSERS from Zara'}]","₹ 4,990.00",Straight fit trousers made of linen. Waist with front pleat details. Front pockets and rear jetted pockets. Front zip fly and button fastening.,
0,CORDUROY OVERSHIRT,https://www.zara.com/in/en/corduroy-overshirt-p01063320.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/1063/320/802/2/w/448/1063320802_1_1_1.jpg?ts=1692951285198': 'Image 0 of CORDUROY OVERSHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1063/320/802/2/w/448/1063320802_2_1_1.jpg?ts=1692951292410': 'Image 1 of CORDUROY OVERSHIRT from Zara'}]","₹ 3,990.00",Relaxed fit collared overshirt. Long sleeves with buttoned cuffs. Chest patch pockets. Button-up front.,
4,OVERSHIRT WITH POCKETS,https://www.zara.com/in/en/overshirt-with-pockets-p00706430.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0706/430/916/2/w/448/0706430916_1_1_1.jpg?ts=1690358711757': 'Image 0 of OVERSHIRT WITH POCKETS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0706/430/916/2/w/448/0706430916_2_1_1.jpg?ts=1690358714599': 'Image 1 of OVERSHIRT WITH POCKETS from Zara'}]","₹ 4,990.00",Regular fit collared overshirt with long sleeves with buttoned cuffs. Patch pockets with flaps on the front. Button-up front.,
8,DIAGONAL TEXTURE OVERSHIRT,https://www.zara.com/in/en/diagonal-texture-overshirt-p03057403.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/3057/403/802/2/w/448/3057403802_2_1_1.jpg?ts=1691138569348': 'Image 0 of DIAGONAL TEXTURE OVERSHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/3057/403/802/2/w/448/3057403802_2_4_1.jpg?ts=1691138569003': 'Image 1 of DIAGONAL TEXTURE OVERSHIRT from Zara'}]","₹ 5,990.00",Collared regular fit overshirt made of diagonal textured fabric. Long sleeves with buttoned cuffs. Patch pockets with flaps on the chest and hip welt pockets. Button-up front hidden by a placket.,
9,OVERSHIRT WITH POCKETS,https://www.zara.com/in/en/overshirt-with-pockets-p01538451.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/1538/451/711/2/w/448/1538451711_1_1_1.jpg?ts=1691136024687': 'Image 0 of OVERSHIRT WITH POCKETS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1538/451/711/2/w/448/1538451711_2_1_1.jpg?ts=1691136024689': 'Image 1 of OVERSHIRT WITH POCKETS from Zara'}]","₹ 3,990.00",Relaxed fit overshirt made of cotton. Lapel collar and long sleeves with buttoned cuffs. Patch pockets with flaps on the chest and a side hip pocket. Zip-up front.,
13,COMFORT OVERSHIRT WITH POCKETS,https://www.zara.com/in/en/comfort-overshirt-with-pockets-p00706429.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0706/429/800/12/w/0/0706429800_1_1_1.jpg?ts=1692961529587': 'Image 0 of COMFORT OVERSHIRT WITH POCKETS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0706/429/800/12/w/0/0706429800_2_1_1.jpg?ts=1692961529634': 'Image 1 of COMFORT OVERSHIRT WITH POCKETS from Zara'}]","₹ 3,990.00",Collared overshirt made of a stretchy fabric. Long sleeves with snap-button cuffs. Chest patch pockets. Front snap-button fastening.,
17,OVERSHIRT WITH CONTRAST TOPSTITCHING,https://www.zara.com/in/en/overshirt-with-contrast-topstitching-p07446310.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/7446/310/712/2/w/448/7446310712_1_1_1.jpg?ts=1690962645514': 'Image 0 of OVERSHIRT WITH CONTRAST TOPSTITCHING from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/7446/310/712/2/w/448/7446310712_2_1_1.jpg?ts=1690962648752': 'Image 1 of OVERSHIRT WITH CONTRAST TOPSTITCHING from Zara'}]","₹ 4,990.00",Collared relaxed fit overshirt made of textured cotton. Long sleeves with buttoned cuffs. Patch pockets on the chest. Contrast topstitching detail all over the garment. Button-up front.,
18,LINEN BLEND OVERSHIRT WITH TOPSTITCHING,https://www.zara.com/in/en/linen-blend-overshirt-with-topstitching-p00706366.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0706/366/800/2/w/448/0706366800_1_1_1.jpg?ts=1686295515662': 'Image 0 of LINEN BLEND OVERSHIRT WITH TOPSTITCHING from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0706/366/800/2/w/448/0706366800_2_1_1.jpg?ts=1686295515572': 'Image 1 of LINEN BLEND OVERSHIRT WITH TOPSTITCHING from Zara'}]","₹ 3,990.00",Relaxed fit collared overshirt made of a cotton and linen blend fabric. Short sleeves. Front patch pockets. Contrast topstitching all over the garment. Snap-button fastenings on the front.,
22,RELAXED FIT DENIM OVERSHIRT,https://www.zara.com/in/en/relaxed-fit-denim-overshirt-p05520330.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5520/330/737/2/w/448/5520330737_1_1_1.jpg?ts=1692188871600': 'Image 0 of RELAXED FIT DENIM OVERSHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5520/330/737/2/w/0/5520330737_2_1_1.jpg?ts=1692188872724': 'Image 1 of RELAXED FIT DENIM OVERSHIRT from Zara'}]","₹ 3,290.00",Faded relaxed fit collared overshirt featuring long sleeves with buttoned cuffs. Patch pockets on the chest and hidden snap-button fastening at the front.,
28,PAINT PRINT OVERSHIRT,https://www.zara.com/in/en/paint-print-overshirt-p05320305.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5320/305/071/2/w/448/5320305071_1_1_1.jpg?ts=1692360154954': 'Image 0 of PAINT PRINT OVERSHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5320/305/071/2/w/448/5320305071_2_1_1.jpg?ts=1692360155398': 'Image 1 of PAINT PRINT OVERSHIRT from Zara'}]","₹ 4,990.00",Relaxed fit collared overshirt with long sleeves and snap-button cuffs. Chest patch pockets. Side vents at the hem. Front snap-button fastening.,
30,TIE-DYE CHECK OVERSHIRT,https://www.zara.com/in/en/tie-dye-check-overshirt-p01063313.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/1063/313/015/2/w/448/1063313015_1_1_1.jpg?ts=1692359830761': 'Image 0 of TIE-DYE CHECK OVERSHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1063/313/015/2/w/448/1063313015_2_1_1.jpg?ts=1692359831758': 'Image 1 of TIE-DYE CHECK OVERSHIRT from Zara'}]","₹ 3,990.00",Regular-fit overshirt made of cotton fabric. Featuring a lapel collar and long sleeves with buttoned cuffs. Patch pockets on the chest. Button-up front.,
36,TEXTURED RUSTIC OVERSHIRT,https://www.zara.com/in/en/textured-rustic-overshirt-p06861506.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/6861/506/707/2/w/448/6861506707_1_1_1.jpg?ts=1691483217711': 'Image 0 of TEXTURED RUSTIC OVERSHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6861/506/707/2/w/448/6861506707_2_1_1.jpg?ts=1691483160348': 'Image 1 of TEXTURED RUSTIC OVERSHIRT from Zara'}]","₹ 5,990.00",Collared cotton blend overshirt. Long sleeves with buttoned cuffs. Hip patch pockets. Button-up front.,
38,GEOMETRIC JACQUARD OVERSHIRT,https://www.zara.com/in/en/geometric-jacquard-overshirt-p02675411.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/2675/411/712/2/w/448/2675411712_2_1_1.jpg?ts=1687337219075': 'Image 0 of GEOMETRIC JACQUARD OVERSHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/2675/411/712/2/w/448/2675411712_2_5_1.jpg?ts=1687337217601': 'Image 1 of GEOMETRIC JACQUARD OVERSHIRT from Zara'}]","₹ 7,590.00",Relaxed fit overshirt made of cotton fabric. Featuring a lapel collar and long sleeves with buttoned cuffs. Welt pockets at the hip. Button-up front.,
40,COMFORT OVERSHIRT WITH POCKETS,https://www.zara.com/in/en/comfort-overshirt-with-pockets-p07484300.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/7484/300/800/12/w/448/7484300800_1_1_1.jpg?ts=1693231709125': 'Image 0 of COMFORT OVERSHIRT WITH POCKETS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7484/300/800/12/w/448/7484300800_2_1_1.jpg?ts=1693231710721': 'Image 1 of COMFORT OVERSHIRT WITH POCKETS from Zara'}]","₹ 3,290.00","Relaxed fit overshirt made of stretchy fabric. Featuring a spread collar, short sleeves, chest patch pockets and front snap-button fastening.",
44,OVERSHIRT WITH CONTRAST TOPSTITCHING,https://www.zara.com/in/en/overshirt-with-contrast-topstitching-p05786162.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5786/162/800/2/w/448/5786162800_1_1_1.jpg?ts=1688715758115': 'Image 0 of OVERSHIRT WITH CONTRAST TOPSTITCHING from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5786/162/800/2/w/448/5786162800_2_1_1.jpg?ts=1688715758071': 'Image 1 of OVERSHIRT WITH CONTRAST TOPSTITCHING from Zara'}]","₹ 4,990.00",Collared relaxed fit overshirt. Long sleeves with buttoned cuffs. Chest patch pockets. Contrast topstitching all over the garment. Button-up front.,
46,FAUX LEATHER OVERSHIRT,https://www.zara.com/in/en/faux-leather-overshirt-p05070305.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5070/305/800/2/w/448/5070305800_1_1_1.jpg?ts=1688715757260': 'Image 0 of FAUX LEATHER OVERSHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5070/305/800/2/w/448/5070305800_2_1_1.jpg?ts=1688715757224': 'Image 1 of FAUX LEATHER OVERSHIRT from Zara'}]","₹ 3,990.00","Boxy fit collared overshirt made of faux leather. Featuring short sleeves, a chest patch pockets, contrast topstitching all over the garment and a button-up front.",
48,CROCHET OVERSHIRT,https://www.zara.com/in/en/crochet-overshirt-p02688310.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/2688/310/800/2/w/448/2688310800_1_1_1.jpg?ts=1692361199089': 'Image 0 of CROCHET OVERSHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/2688/310/800/2/w/448/2688310800_2_1_1.jpg?ts=1692361199168': 'Image 1 of CROCHET OVERSHIRT from Zara'}]","₹ 3,990.00",Regular fit overshirt made of openwork fabric. Lapel collar and short sleeves. Chest patch pocket. Button-up front.,
49,CROPPED FAUX LEATHER SHIRT,https://www.zara.com/in/en/cropped-faux-leather-shirt-p08281325.html,"[{'https://static.zara.net/photos///2023/V/0/1/p/8281/423/800/2/w/448/8281423800_1_1_1.jpg?ts=1682333401257': 'Image 0 of CROPPED FAUX LEATHER SHIRT from Zara'}, {'https://static.zara.net/photos///2023/V/0/1/p/8281/423/800/2/w/448/8281423800_2_1_1.jpg?ts=1682333400388': 'Image 1 of CROPPED FAUX LEATHER SHIRT from Zara'}]","₹ 3,290.00",Relaxed-fit faux leather shirt. Collar and short sleeves. Chest patch pocket. Cropped length. Fastens down the front with snap buttons.,
51,FADED FAUX SUEDE OVERSHIRT,https://www.zara.com/in/en/faded-faux-suede-overshirt-p08281331.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/8281/331/801/2/w/448/8281331801_1_1_1.jpg?ts=1692360155212': 'Image 0 of FADED FAUX SUEDE OVERSHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/8281/331/801/2/w/448/8281331801_2_1_1.jpg?ts=1692360155352': 'Image 1 of FADED FAUX SUEDE OVERSHIRT from Zara'}]","₹ 3,990.00",Boxy-fit faux suede overshirt. Collar and short sleeves. Chest patch pocket. Cropped length. Fastens down the front with snap buttons.,
